px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.81412	-12.0645	-2.75979	-0.832009	-0.720992	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.94573	R
4.73805	-11.9523	-2.75317	-0.881591	-0.737739	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.099289	L
4.65685	-11.8014	-2.82168	-0.968495	-0.82457	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.39939	R
4.57376	-11.6779	-2.8305	-1.00952	-0.823109	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.154388	L
4.50989	-11.584	-2.76015	-1.02742	-0.778881	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.33501	R
4.47175	-11.4543	-2.74635	-1.09234	-0.811968	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.398698	L
4.39019	-11.2835	-2.8459	-1.15582	-0.845691	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.0765	R
4.37385	-11.1145	-2.83991	-1.24508	-0.898373	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.691624	L
4.39138	-10.9784	-2.72554	-1.34214	-0.967847	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.6751	R
4.38822	-10.8306	-2.71414	-1.41679	-0.995713	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.360815	L
4.3843	-10.6863	-2.70008	-1.48455	-1.0155	4.493	-10.7885	4.45	-10.7	0	2.72865	0.365635	R
4.39423	-10.5372	-2.6956	-1.55595	-1.0351	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.145379	L
4.40465	-10.3893	-2.69143	-1.62179	-1.04822	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0476764	R
4.42339	-10.2418	-2.6908	-1.68536	-1.05531	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0199478	L
4.45307	-10.0987	-2.68634	-1.75153	-1.06732	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.159771	R
4.50187	-9.9516	-2.68977	-1.82551	-1.08462	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.132693	L
4.54323	-9.8062	-2.69468	-1.88381	-1.08038	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.118947	R
4.60667	-9.6621	-2.7022	-1.95416	-1.09132	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.112486	L
4.66462	-9.52592	-2.70356	-2.00819	-1.07836	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.163799	R
4.7546	-9.38925	-2.71524	-2.08453	-1.0948	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.331371	L
4.7824	-9.24541	-2.71487	-2.06942	-0.962389	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.86487	R
4.87625	-9.10506	-2.7348	-2.1333	-0.969667	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.462464	L
4.98996	-8.99192	-2.73809	-2.22751	-1.03812	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0.844858	R
5.09629	-8.87084	-2.74883	-2.29044	-1.04186	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.136204	L
5.15855	-8.73788	-2.74014	-2.28071	-0.919822	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.37762	R
5.27472	-8.61416	-2.76159	-2.3357	-0.919454	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.460052	L
5.35122	-8.48614	-2.75444	-2.33251	-0.820395	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	1.64049	R
5.45869	-8.37628	-2.75775	-2.37677	-0.818847	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0137616	L
5.50065	-8.24287	-2.73395	-2.30471	-0.599509	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	8.95963	R
5.60176	-8.12915	-2.75205	-2.33281	-0.594043	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.329557	L
5.71341	-8.01826	-2.76049	-2.3734	-0.61171	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.450027	R
5.82767	-7.9042	-2.77241	-2.40394	-0.606616	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.160721	L
5.95038	-7.80532	-2.78013	-2.45078	-0.634131	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.280109	R
6.08256	-7.7017	-2.79802	-2.48715	-0.633005	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.289468	L
6.17517	-7.59655	-2.79116	-2.47238	-0.540301	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	1.66786	R
6.29465	-7.49911	-2.80875	-2.49686	-0.535081	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.280507	L
6.40235	-7.38778	-2.8037	-2.4866	-0.45702	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	1.16512	R
6.52961	-7.28846	-2.81271	-2.50961	-0.453611	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.0751239	L
6.63483	-7.19596	-2.80871	-2.50751	-0.402138	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.620572	R
6.74965	-7.09907	-2.82064	-2.52031	-0.393183	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.243955	L
6.87174	-7.02454	-2.82518	-2.55767	-0.430799	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.39484	R
6.98427	-6.94597	-2.82103	-2.57625	-0.428234	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.0654149	L
7.10768	-6.85585	-2.81811	-2.58743	-0.407439	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.291455	R
7.24254	-6.77202	-2.8232	-2.60844	-0.405427	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.0236806	L
7.33763	-6.66999	-2.80829	-2.56971	-0.290247	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	2.78016	R
7.45231	-6.58626	-2.81068	-2.57832	-0.283805	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.103629	L
7.57514	-6.51708	-2.81215	-2.60085	-0.299767	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.0564983	R
7.68963	-6.44551	-2.8062	-2.61399	-0.298356	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.0716684	L
7.84061	-6.41155	-2.82545	-2.70158	-0.444908	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	4.92186	R
7.96722	-6.35041	-2.82545	-2.722	-0.442974	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0112917	L
8.06044	-6.23458	-2.77912	-2.63224	-0.212583	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	13.4095	R
8.18812	-6.15731	-2.77548	-2.64029	-0.208902	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.0808294	L
8.28539	-6.03829	-2.75215	-2.57021	-0.0522906	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	5.38772	R
8.40304	-5.9564	-2.74345	-2.5704	-0.0498421	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.155905	L
8.55585	-5.91515	-2.75679	-2.64816	-0.199285	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	4.71456	R
8.6829	-5.84286	-2.75144	-2.65657	-0.196723	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.0751109	L
8.81169	-5.768	-2.74974	-2.66296	-0.192134	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.281687	R
8.94704	-5.69048	-2.75598	-2.66847	-0.186306	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.0537448	L
9.03659	-5.58527	-2.73216	-2.60029	-0.0366399	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	4.87298	R
9.15366	-5.50152	-2.74047	-2.59376	-0.0271632	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.131061	L
9.27171	-5.41036	-2.73389	-2.57076	0.0205188	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.470333	R
9.39024	-5.33101	-2.72561	-2.56868	0.0213979	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.102904	L
9.45778	-5.17744	-2.69241	-2.43227	0.281522	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	13.5835	R
9.56726	-5.07825	-2.69183	-2.415	0.283458	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.0092796	L
9.67024	-4.97089	-2.69099	-2.38726	0.304245	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.149217	R
9.77303	-4.86223	-2.69237	-2.36534	0.309837	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.0551701	L
9.88499	-4.76551	-2.69389	-2.35813	0.295133	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.289546	R
9.98392	-4.66039	-2.68977	-2.34009	0.297306	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.0377033	L
10.0785	-4.56565	-2.69029	-2.33378	0.278281	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.182752	R
10.1682	-4.46107	-2.69355	-2.31535	0.282831	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.0441225	L
10.2465	-4.33159	-2.68986	-2.26062	0.355068	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	1.07884	R
10.3378	-4.20621	-2.69708	-2.23511	0.360969	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.0890275	L
10.4487	-4.10624	-2.70024	-2.26107	0.269614	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.72344	R
10.5437	-3.98103	-2.71015	-2.24203	0.273479	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.0936432	L
10.6493	-3.87335	-2.71387	-2.2534	0.221622	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.517855	R
10.743	-3.75475	-2.71629	-2.24029	0.222482	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.00526488	L
10.8429	-3.64068	-2.71959	-2.2377	0.205623	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.145581	R
10.9357	-3.50754	-2.73376	-2.21988	0.211957	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.18931	L
10.9803	-3.35357	-2.72578	-2.11889	0.38813	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.05708	R
11.054	-3.21115	-2.73646	-2.09001	0.395679	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.153327	L
11.0997	-3.05958	-2.73729	-2.02338	0.478065	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.32935	R
11.1613	-2.90983	-2.74901	-1.99034	0.484482	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.15829	L
11.1487	-2.72772	-2.75148	-1.84187	0.717462	11.0233	-2.67356	11.15	-2.7	0	2.72847	9.17339	R
11.1772	-2.5762	-2.75175	-1.79566	0.724494	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.125951	L
11.1815	-2.41303	-2.7603	-1.70615	0.822884	11.2541	-2.42353	11.15	-2.4	0	2.72732	1.74587	R
11.1916	-2.26278	-2.75684	-1.65696	0.827415	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.0646337	L
11.3063	-2.15344	-2.72235	-1.79045	0.47548	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	21.9241	R
11.3385	-1.99569	-2.73524	-1.76298	0.474955	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.142251	L
11.2773	-1.82835	-2.73807	-1.5951	0.756211	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	14.3772	R
11.271	-1.67107	-2.74358	-1.54826	0.760887	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.1038	L
11.2759	-1.52225	-2.74182	-1.52174	0.732188	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.173379	R
11.265	-1.36754	-2.74654	-1.48071	0.73224	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0204351	L
11.2065	-1.21215	-2.76132	-1.37137	0.870766	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	3.7299	R
11.17	-1.06274	-2.76285	-1.32158	0.872515	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0144578	L
11.0473	-0.912759	-2.79766	-1.15003	1.11362	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	10.9987	R
10.9747	-0.767391	-2.80589	-1.08567	1.1154	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.111209	L
10.9163	-0.631601	-2.7927	-1.05501	1.05301	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.985606	R
10.8383	-0.489448	-2.80489	-1.0001	1.04729	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.12826	L
10.6656	-0.388659	-2.87038	-0.802671	1.3285	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	17.747	R
10.562	-0.28115	-2.87884	-0.737997	1.32453	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.0670455	L
10.4729	-0.174915	-2.83737	-0.715386	1.22591	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	3.40835	R
10.3498	-0.0903423	-2.82478	-0.640823	1.23711	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.156366	L
10.2085	-0.0122383	-2.83688	-0.548753	1.28174	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0.668574	R
10.0664	0.0394853	-2.81849	-0.461508	1.30592	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.412782	L
9.92305	0.0967543	-2.8146	-0.384343	1.31318	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.108524	R
9.77152	0.126093	-2.80095	-0.293965	1.33817	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.301979	L
9.65552	0.160791	-2.71298	-0.254309	1.27075	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	7.8594	R
9.51744	0.183833	-2.70135	-0.180237	1.27891	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.204116	L
9.37911	0.202059	-2.68943	-0.111062	1.27853	9.56225	0.148577	9.4	0.15	-2.72659	0	0.446115	R
9.23328	0.196137	-2.68057	-0.0271271	1.29757	9.25348	0.150166	9.25	0.15	-2.72658	0	0.147979	L
9.08809	0.194819	-2.67578	0.0435721	1.29657	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0298209	R
8.94265	0.200745	-2.68029	0.0995527	1.27638	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.114967	L
8.79839	0.197342	-2.69202	0.154377	1.25623	8.94634	0.26481	8.8	0.25	-2.72783	0	0.584195	R
8.6535	0.195005	-2.69479	0.200646	1.22687	8.64483	0.254352	8.65	0.25	-2.7278	0	0.226858	L
8.50493	0.177509	-2.70675	0.251538	1.20296	8.46866	0.251128	8.5	0.25	-2.72395	0	0.262213	R
8.36204	0.170191	-2.70495	0.286543	1.16401	8.35775	0.250149	8.35	0.25	-2.72395	0	0.407324	L
8.21634	0.14555	-2.71803	0.326209	1.12795	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.540522	R
8.07052	0.111824	-2.72104	0.371059	1.10586	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.19893	L
7.87909	0.174329	-2.82583	0.272978	0.854212	7.74678	0.154598	7.85	0.15	-3.9992	0	23.5307	R
7.73012	0.137306	-2.83924	0.310186	0.844945	7.63715	0.143302	7.65	0.15	-3.99916	0	0.446311	L
7.62509	0.0652734	-2.78508	0.395517	0.922927	7.61982	0.157052	7.55	0.15	-1.99868	0	5.33354	R
7.48828	0.0513306	-2.77831	0.403035	0.875351	7.43926	0.160393	7.45	0.15	-1.99866	0	0.863853	L
7.336	0.0220722	-2.78947	0.41004	0.811725	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.05373	R
7.19166	-0.0175668	-2.78352	0.432795	0.785217	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.282685	L
7.07728	-0.110706	-2.75448	0.520642	0.865151	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	2.53513	R
6.94768	-0.177409	-2.74893	0.558662	0.854067	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.0640372	L
6.8442	-0.288661	-2.73119	0.653453	0.938167	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	1.65678	R
6.73212	-0.375226	-2.72256	0.700756	0.934159	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.0903531	L
6.62748	-0.474256	-2.71581	0.756262	0.942318	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.222222	R
6.52767	-0.57466	-2.70765	0.807142	0.942461	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.0915797	L
6.44504	-0.706344	-2.70781	0.890237	0.991694	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.6426	R
6.35855	-0.847519	-2.72384	0.960597	1.00693	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.501234	L
6.37128	-1.07484	-2.75036	1.21223	1.36141	6.35624	-1.10001	6.35	-1.1	0	-2.99522	18.8148	R
6.33366	-1.21336	-2.75362	1.28763	1.36847	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.124035	L
6.31687	-1.3845	-2.77226	1.40815	1.44862	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0.995767	R
6.30761	-1.53909	-2.77061	1.4945	1.45599	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.13874	L
6.30989	-1.69214	-2.76691	1.57794	1.45756	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.499476	R
6.3234	-1.84283	-2.76314	1.66209	1.46295	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.0536145	L
6.31112	-1.97598	-2.72804	1.68207	1.34633	6.38849	-2.02257	6.35	-2	0	-2.73154	3.20651	R
6.33615	-2.12546	-2.72906	1.75808	1.34811	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0189809	L
6.32632	-2.2479	-2.69443	1.7623	1.22705	6.28921	-2.27735	6.35	-2.3	0	-2.99503	3.61279	R
6.35073	-2.38749	-2.70461	1.81929	1.21865	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.147502	L
6.39805	-2.53762	-2.72436	1.90137	1.25057	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.596816	R
6.4499	-2.68771	-2.73651	1.967	1.24318	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.225419	L
6.49821	-2.82909	-2.73456	2.01863	1.2145	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.330264	R
6.56119	-2.97179	-2.74444	2.07812	1.20306	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.135575	L
6.59908	-3.10774	-2.69956	2.08278	1.0844	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.22446	R
6.63871	-3.27716	-2.73646	2.10071	1.02545	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.26145	L
6.6903	-3.42163	-2.73696	2.12431	0.974513	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.23849	R
6.73548	-3.58792	-2.76679	2.13482	0.916223	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	1.76026	L
6.79588	-3.72657	-2.75717	2.15481	0.866482	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0.911086	R
6.8702	-3.86878	-2.7704	2.18592	0.843921	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.283625	L
6.96729	-4.008	-2.79885	2.2329	0.847678	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.55826	R
7.02672	-4.17487	-2.82686	2.23043	0.783214	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	1.72876	L
7.07111	-4.30642	-2.75939	2.20713	0.667611	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	7.78594	R
7.1307	-4.46091	-2.77367	2.20472	0.61755	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0.856031	L
7.20761	-4.59692	-2.77454	2.21819	0.58807	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.505357	R
7.25583	-4.75404	-2.78267	2.2014	0.526903	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	1.2821	L
7.36609	-4.88956	-2.83733	2.25224	0.574961	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.57107	R
7.42742	-5.04955	-2.85095	2.23719	0.51646	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	1.05355	L
7.48801	-5.17275	-2.83067	2.23077	0.467651	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1.22358	R
7.53702	-5.32953	-2.84793	2.20405	0.40464	7.46174	-5.44979	7.45	-5.45	0.999999	-3	1.27213	L
7.60705	-5.46137	-2.82701	2.20049	0.364219	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0.863417	R
7.68449	-5.60477	-2.83466	2.20053	0.339181	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.199198	L
7.75264	-5.73756	-2.80537	2.18776	0.286129	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	1.92911	R
7.81324	-5.89205	-2.81406	2.16855	0.242916	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0.523628	L
7.88492	-6.02147	-2.79829	2.1653	0.216365	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.401877	R
7.96578	-6.15136	-2.79822	2.17169	0.209649	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.0155879	L
8.08691	-6.26873	-2.86686	2.23056	0.297419	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.97814	R
8.16321	-6.39806	-2.87482	2.22858	0.276704	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.158091	L
8.21982	-6.52051	-2.80437	2.19956	0.198663	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	7.89374	R
8.29656	-6.65103	-2.80215	2.19762	0.182958	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.112335	L
8.37096	-6.77637	-2.78729	2.19323	0.161386	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.498804	R
8.43055	-6.92123	-2.78847	2.17124	0.123759	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0.412572	L
8.54561	-7.05502	-2.83837	2.20543	0.173682	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.05592	R
8.60923	-7.20457	-2.84354	2.18284	0.134692	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.386574	L
8.69437	-7.3336	-2.839	2.18442	0.12539	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.0695325	R
8.77768	-7.45766	-2.83327	2.18838	0.12185	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.079061	L
8.86	-7.57329	-2.84375	2.19845	0.132176	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.736532	R
8.91437	-7.71215	-2.84849	2.17317	0.0935406	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.389498	L
8.96396	-7.84085	-2.79893	2.13949	0.0297439	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.48373	R
9.01121	-8.00327	-2.80873	2.10056	-0.0192727	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0.596518	L
9.04088	-8.14012	-2.75332	2.04564	-0.109776	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	4.7029	R
9.0903	-8.27459	-2.74384	2.02639	-0.125975	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.355294	L
9.14557	-8.41004	-2.73584	2.00973	-0.140881	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.178537	R
9.19802	-8.54739	-2.73244	1.99384	-0.150739	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.0796228	L
9.29158	-8.67739	-2.76964	2.03353	-0.06536	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.31577	R
9.3529	-8.82286	-2.77599	2.0216	-0.0749058	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.059312	L
9.41588	-8.96021	-2.77376	2.01421	-0.080201	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0123169	R
9.46725	-9.11355	-2.78367	1.99365	-0.0988937	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.155976	L
9.52721	-9.24515	-2.79317	1.99171	-0.0917697	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.174471	R
9.57294	-9.38988	-2.80572	1.9724	-0.10869	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.218276	L
9.58396	-9.53442	-2.75576	1.90352	-0.218602	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.75747	R
9.63656	-9.67432	-2.75457	1.89579	-0.213591	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.00753694	L
9.64999	-9.81879	-2.7258	1.8409	-0.28804	9.63311	-9.79216	9.65	-9.8	0	-2.73054	1.91605	R
9.67807	-9.96543	-2.72522	1.81638	-0.298296	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.0540133	L
9.74135	-10.0918	-2.74701	1.84818	-0.215552	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.50176	R
9.76915	-10.2305	-2.75144	1.82869	-0.225339	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.0400379	L
9.81693	-10.3758	-2.7604	1.83164	-0.197677	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.317982	R
9.85587	-10.5243	-2.76304	1.82083	-0.197465	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0127816	L
9.85894	-10.6711	-2.73717	1.76543	-0.275238	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.04976	R
9.873	-10.8282	-2.74455	1.73739	-0.289729	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.0894096	L
9.86429	-10.9744	-2.72444	1.68179	-0.356754	9.75887	-10.887	9.85	-11	0	-2.72395	1.27318	R
9.87359	-11.128	-2.7288	1.65678	-0.362594	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.0222226	L
9.88129	-11.2781	-2.7284	1.63198	-0.370743	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0244404	R
9.87703	-11.4331	-2.73357	1.60168	-0.38159	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.0568966	L
9.88105	-11.5857	-2.73588	1.57985	-0.38399	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.128366	R
9.86757	-11.7384	-2.73819	1.54843	-0.395341	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.0783661	L
9.84366	-11.8729	-2.73054	1.5026	-0.440724	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.433243	R
9.80981	-12.0196	-2.74302	1.46239	-0.459781	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.257531	L
9.65653	-12.1545	-2.70099	1.24523	-0.80081	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	22.8292	R
9.59549	-12.2862	-2.69451	1.1933	-0.810466	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.234414	L
9.53756	-12.4222	-2.695	1.15021	-0.806453	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.034184	R
9.44156	-12.5601	-2.70752	1.08297	-0.828962	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0.587719	L
